,Date,Time,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,SCA,GCA,PassLive,PassLive,Sh,SoT,Dist,FK,PK,np:G-xG,Season,Team
34,2023-05-08,15:00,Matchweek 35,Mon,Home,W,5,3,Leicester City,1.6,2.8,57,24442.0,Tom Cairney,4-2-3-1,Robert Jones,Match Report,,28.0,9.0,16.0,8.0,17.0,7.0,17.5,1.0,0,3.4,2022,Fulham
35,2023-05-13,15:00,Matchweek 36,Sat,Away,W,2,0,Southampton,1.4,0.4,64,28978.0,Tom Cairney,4-2-3-1,Thomas Bramall,Match Report,,16.0,4.0,14.0,4.0,9.0,3.0,17.5,0.0,0,0.6,2022,Fulham
36,2023-05-20,15:00,Matchweek 37,Sat,Home,D,2,2,Crystal Palace,1.7,1.6,49,24356.0,Tom Cairney,4-2-3-1,Joshua Smith,Match Report,,20.0,4.0,11.0,1.0,10.0,3.0,19.0,1.0,1,0.1,2022,Fulham
37,2023-05-28,16:30,Matchweek 38,Sun,Away,L,1,2,Manchester Utd,1.8,2.9,47,73465.0,Tom Cairney,4-2-3-1,Robert Jones,Match Report,,19.0,2.0,13.0,1.0,9.0,2.0,17.6,1.0,0,0.0,2022,Fulham
0,2022-08-05,20:00,Matchweek 1,Fri,Home,L,0,2,Arsenal,1.2,1.0,56,25286.0,Marc Guéhi,4-2-3-1,Anthony Taylor,Match Report,,18.0,0.0,11.0,0.0,10.0,2.0,14.2,0.0,0,-1.2,2022,CrystalPalace
1,2022-08-15,20:00,Matchweek 2,Mon,Away,D,1,1,Liverpool,1.0,2.0,28,52970.0,Joel Ward,5-4-1,Paul Tierney,Match Report,,11.0,2.0,8.0,1.0,7.0,3.0,14.7,0.0,0,0.0,2022,CrystalPalace
2,2022-08-20,15:00,Matchweek 3,Sat,Home,W,3,1,Aston Villa,2.6,0.9,51,22012.0,Joel Ward,4-3-3,Andy Madley,Match Report,,29.0,5.0,21.0,3.0,16.0,8.0,15.6,1.0,0,1.2,2022,CrystalPalace
3,2022-08-27,15:00,Matchweek 4,Sat,Away,L,2,4,Manchester City,0.1,2.2,26,53112.0,Joel Ward,5-4-1,Darren England,Match Report,,3.0,1.0,2.0,0.0,2.0,2.0,20.6,0.0,0,0.9,2022,CrystalPalace
4,2022-08-30,19:30,Matchweek 5,Tue,Home,D,1,1,Brentford,1.0,1.4,49,25043.0,Joel Ward,4-1-4-1,Simon Hooper,Match Report,,23.0,2.0,16.0,2.0,13.0,4.0,19.2,0.0,0,0.0,2022,CrystalPalace
5,2022-09-03,15:00,Matchweek 6,Sat,Away,D,0,0,Newcastle Utd,1.0,2.8,48,51863.0,Joel Ward,4-3-3,Michael Salisbury,Match Report,,30.0,0.0,19.0,0.0,19.0,9.0,20.0,0.0,0,-1.0,2022,CrystalPalace
6,2022-10-01,15:00,Matchweek 9,Sat,Home,L,1,2,Chelsea,0.4,1.1,36,25198.0,Joel Ward,4-3-3,Chris Kavanagh,Match Report,,14.0,2.0,11.0,2.0,7.0,3.0,20.1,0.0,0,0.6,2022,CrystalPalace
7,2022-10-09,14:00,Matchweek 10,Sun,Home,W,2,1,Leeds United,1.1,1.0,54,25042.0,Joel Ward,4-3-3,Paul Tierney,Match Report,,25.0,4.0,14.0,1.0,13.0,5.0,17.7,2.0,0,0.9,2022,CrystalPalace
8,2022-10-15,12:30,Matchweek 11,Sat,Away,D,0,0,Leicester City,0.4,1.0,46,31298.0,Joel Ward,4-3-3,Andy Madley,Match Report,,15.0,0.0,10.0,0.0,8.0,1.0,21.2,0.0,0,-0.4,2022,CrystalPalace
9,2022-10-18,20:15,Matchweek 12,Tue,Home,W,2,1,Wolves,1.2,0.8,51,25125.0,Joel Ward,4-3-3,David Coote,Match Report,,27.0,4.0,22.0,4.0,14.0,4.0,17.3,1.0,0,0.8,2022,CrystalPalace
10,2022-10-22,15:00,Matchweek 13,Sat,Away,L,0,3,Everton,0.9,1.4,54,38939.0,Luka Milivojević,4-1-4-1,Simon Hooper,Match Report,,17.0,0.0,11.0,0.0,9.0,2.0,17.1,2.0,0,-0.9,2022,CrystalPalace
11,2022-10-29,15:00,Matchweek 14,Sat,Home,W,1,0,Southampton,0.9,1.3,44,25130.0,Luka Milivojević,4-3-3,Michael Salisbury,Match Report,,24.0,2.0,18.0,2.0,12.0,3.0,20.0,1.0,0,0.1,2022,CrystalPalace
12,2022-11-06,14:00,Matchweek 15,Sun,Away,W,2,1,West Ham,1.0,0.3,58,62451.0,Marc Guéhi,4-3-3,Paul Tierney,Match Report,,29.0,4.0,22.0,3.0,15.0,6.0,20.5,2.0,0,1.0,2022,CrystalPalace
13,2022-11-12,15:00,Matchweek 16,Sat,Away,L,0,1,Nott'ham Forest,1.2,1.1,68,29045.0,Marc Guéhi,4-3-3,John Brooks,Match Report,,14.0,0.0,12.0,0.0,7.0,0.0,16.9,0.0,0,-0.4,2022,CrystalPalace
14,2022-12-26,15:00,Matchweek 17,Mon,Home,L,0,3,Fulham,0.4,2.5,36,25176.0,Joachim Andersen,4-3-3,Andy Madley,Match Report,,5.0,0.0,3.0,0.0,4.0,0.0,13.0,0.0,0,-0.4,2022,CrystalPalace
15,2022-12-31,15:00,Matchweek 18,Sat,Away,W,2,0,Bournemouth,1.6,0.6,41,9972.0,Joel Ward,4-2-3-1,Andre Marriner,Match Report,,25.0,4.0,12.0,0.0,15.0,6.0,18.9,1.0,0,0.4,2022,CrystalPalace
16,2023-01-04,20:00,Matchweek 19,Wed,Home,L,0,4,Tottenham,0.8,1.4,47,25132.0,Joel Ward,4-2-3-1,Michael Oliver,Match Report,,30.0,0.0,19.0,0.0,19.0,4.0,20.1,0.0,0,-0.8,2022,CrystalPalace
17,2023-01-15,14:00,Matchweek 20,Sun,Away,L,0,1,Chelsea,0.7,1.5,39,40075.0,Marc Guéhi,4-2-3-1,Peter Bankes,Match Report,,17.0,0.0,11.0,0.0,10.0,5.0,17.9,0.0,0,-0.7,2022,CrystalPalace
18,2023-01-18,20:00,Matchweek 7,Wed,Home,D,1,1,Manchester Utd,0.5,2.1,40,23343.0,Marc Guéhi,4-2-3-1,Robert Jones,Match Report,,17.0,1.0,11.0,0.0,10.0,5.0,18.2,2.0,0,0.5,2022,CrystalPalace
19,2023-01-21,17:30,Matchweek 21,Sat,Home,D,0,0,Newcastle Utd,0.3,1.2,40,25350.0,Joel Ward,4-2-3-1,Craig Pawson,Match Report,,9.0,0.0,7.0,0.0,6.0,1.0,19.9,0.0,0,-0.3,2022,CrystalPalace
20,2023-02-04,15:00,Matchweek 22,Sat,Away,L,1,2,Manchester Utd,1.3,2.0,48,73420.0,Marc Guéhi,4-2-3-1,Andre Marriner,Match Report,,16.0,1.0,8.0,0.0,10.0,3.0,12.8,0.0,0,-0.3,2022,CrystalPalace
21,2023-02-11,15:00,Matchweek 23,Sat,Home,D,1,1,Brighton,1.1,2.5,27,24827.0,Marc Guéhi,4-4-2,Michael Oliver,Match Report,,9.0,2.0,6.0,1.0,6.0,1.0,12.4,0.0,0,-0.1,2022,CrystalPalace
22,2023-02-18,15:00,Matchweek 24,Sat,Away,D,1,1,Brentford,1.1,0.9,41,17122.0,Marc Guéhi,4-2-3-1,Paul Tierney,Match Report,,19.0,2.0,14.0,2.0,10.0,4.0,14.4,0.0,0,-0.1,2022,CrystalPalace
23,2023-02-25,19:45,Matchweek 25,Sat,Home,D,0,0,Liverpool,0.7,0.9,37,25842.0,Marc Guéhi,4-2-3-1,Darren England,Match Report,,10.0,0.0,7.0,0.0,6.0,0.0,15.0,0.0,0,-0.7,2022,CrystalPalace
24,2023-03-04,15:00,Matchweek 26,Sat,Away,L,0,1,Aston Villa,0.2,1.2,42,41893.0,Marc Guéhi,4-2-3-1,Craig Pawson,Match Report,,6.0,0.0,4.0,0.0,3.0,0.0,16.9,0.0,0,-0.2,2022,CrystalPalace
25,2023-03-11,17:30,Matchweek 27,Sat,Home,L,0,1,Manchester City,0.2,2.1,33,25844.0,Luka Milivojević,4-3-3,Robert Jones,Match Report,,8.0,0.0,5.0,0.0,4.0,0.0,17.5,0.0,0,-0.2,2022,CrystalPalace
26,2023-03-15,19:30,Matchweek 8,Wed,Away,L,0,1,Brighton,1.1,0.6,43,30933.0,Marc Guéhi,4-3-3,Peter Bankes,Match Report,,20.0,0.0,13.0,0.0,11.0,3.0,17.3,1.0,0,-1.1,2022,CrystalPalace
27,2023-03-19,14:00,Matchweek 28,Sun,Away,L,1,4,Arsenal,0.8,1.6,38,60247.0,Luka Milivojević,4-2-3-1,Stuart Attwell,Match Report,,15.0,2.0,11.0,1.0,9.0,5.0,14.6,1.0,0,0.2,2022,CrystalPalace
28,2023-04-01,15:00,Matchweek 29,Sat,Home,W,2,1,Leicester City,2.3,0.2,52,25147.0,Wilfried Zaha,4-3-3,Tim Robinson,Match Report,,52.0,2.0,37.0,2.0,31.0,9.0,19.0,2.0,0,-1.3,2022,CrystalPalace
29,2023-04-09,14:00,Matchweek 30,Sun,Away,W,5,1,Leeds United,3.0,0.9,52,36427.0,Joel Ward,4-3-3,Simon Hooper,Match Report,,28.0,7.0,14.0,5.0,16.0,7.0,12.3,1.0,0,2.0,2022,CrystalPalace
30,2023-04-15,15:00,Matchweek 31,Sat,Away,W,2,0,Southampton,0.9,0.8,42,30309.0,Joel Ward,4-3-3,Michael Oliver,Match Report,,14.0,4.0,8.0,3.0,10.0,2.0,23.7,2.0,0,1.1,2022,CrystalPalace
31,2023-04-22,15:00,Matchweek 32,Sat,Home,D,0,0,Everton,0.5,0.4,56,25202.0,Joel Ward,4-3-3,John Brooks,Match Report,,20.0,0.0,11.0,0.0,12.0,2.0,19.8,0.0,0,-0.5,2022,CrystalPalace
32,2023-04-25,19:30,Matchweek 33,Tue,Away,L,0,2,Wolves,0.8,1.4,59,30294.0,Luka Milivojević,4-3-3,Robert Jones,Match Report,,27.0,0.0,17.0,0.0,14.0,4.0,18.3,0.0,0,-0.8,2022,CrystalPalace
33,2023-04-29,12:30,Matchweek 34,Sat,Home,W,4,3,West Ham,2.1,1.7,59,25148.0,Wilfried Zaha,4-3-3,Craig Pawson,Match Report,,27.0,7.0,21.0,5.0,15.0,5.0,18.1,1.0,1,1.7,2022,CrystalPalace
34,2023-05-06,15:00,Matchweek 35,Sat,Away,L,0,1,Tottenham,0.4,0.9,44,61093.0,Wilfried Zaha,4-3-3,Darren England,Match Report,,13.0,0.0,9.0,0.0,7.0,2.0,17.6,1.0,0,-0.4,2022,CrystalPalace
35,2023-05-13,15:00,Matchweek 36,Sat,Home,W,2,0,Bournemouth,1.5,0.3,59,25034.0,Wilfried Zaha,4-2-3-1,Michael Salisbury,Match Report,,32.0,4.0,21.0,3.0,17.0,5.0,15.2,0.0,0,0.5,2022,CrystalPalace
36,2023-05-20,15:00,Matchweek 37,Sat,Away,D,2,2,Fulham,1.6,1.7,51,24356.0,Joel Ward,4-2-3-1,Joshua Smith,Match Report,,19.0,3.0,13.0,1.0,11.0,5.0,16.9,1.0,0,0.4,2022,CrystalPalace
37,2023-05-28,16:30,Matchweek 38,Sun,Home,D,1,1,Nott'ham Forest,1.4,0.5,66,25198.0,Joel Ward,4-2-3-1,Thomas Bramall,Match Report,,29.0,2.0,18.0,2.0,15.0,3.0,17.3,1.0,0,-0.4,2022,CrystalPalace
0,2022-08-06,17:30,Matchweek 1,Sat,Away,W,1,0,Everton,1.5,0.7,62,39254.0,César Azpilicueta,3-4-3,Craig Pawson,Match Report,,28.0,2.0,20.0,1.0,14.0,5.0,16.1,1.0,1,-0.8,2022,Chelsea
1,2022-08-14,16:30,Matchweek 2,Sun,Home,D,2,2,Tottenham,1.6,1.0,63,39946.0,Jorginho,3-5-2,Anthony Taylor,Match Report,,29.0,4.0,24.0,2.0,16.0,3.0,17.2,0.0,0,0.4,2022,Chelsea
2,2022-08-21,14:00,Matchweek 3,Sun,Away,L,0,3,Leeds United,0.9,2.1,61,36372.0,Jorginho,3-5-2,Stuart Attwell,Match Report,,27.0,0.0,20.0,0.0,14.0,3.0,19.8,0.0,0,-0.9,2022,Chelsea
3,2022-08-27,15:00,Matchweek 4,Sat,Home,W,2,1,Leicester City,1.8,2.5,45,39953.0,Jorginho,4-4-2,Paul Tierney,Match Report,,14.0,4.0,12.0,4.0,7.0,4.0,14.6,0.0,0,0.2,2022,Chelsea
4,2022-08-30,19:45,Matchweek 5,Tue,Away,L,1,2,Southampton,1.1,1.1,67,31542.0,César Azpilicueta,4-2-2-2,Michael Oliver,Match Report,,18.0,0.0,16.0,0.0,10.0,4.0,14.5,0.0,0,-0.1,2022,Chelsea
5,2022-09-03,15:00,Matchweek 6,Sat,Home,W,2,1,West Ham,0.9,1.1,67,39923.0,Thiago Silva,3-1-4-2,Andy Madley,Match Report,,16.0,4.0,13.0,4.0,8.0,3.0,17.2,0.0,0,1.1,2022,Chelsea
6,2022-10-01,15:00,Matchweek 9,Sat,Away,W,2,1,Crystal Palace,1.1,0.4,64,25198.0,Jorginho,4-2-2-2,Chris Kavanagh,Match Report,,23.0,4.0,18.0,3.0,13.0,3.0,14.8,0.0,0,0.9,2022,Chelsea
7,2022-10-08,15:00,Matchweek 10,Sat,Home,W,3,0,Wolves,1.9,1.1,57,39940.0,César Azpilicueta,4-2-3-1,Simon Hooper,Match Report,,36.0,6.0,31.0,6.0,20.0,7.0,14.7,0.0,0,1.1,2022,Chelsea
8,2022-10-16,14:00,Matchweek 11,Sun,Away,W,2,0,Aston Villa,0.9,1.8,58,41754.0,Thiago Silva,3-4-3,Robert Jones,Match Report,,16.0,4.0,14.0,3.0,8.0,4.0,18.0,1.0,0,1.1,2022,Chelsea
9,2022-10-19,19:30,Matchweek 12,Wed,Away,D,0,0,Brentford,0.9,1.3,66,17118.0,César Azpilicueta,3-5-1-1,Jarred Gillett,Match Report,,26.0,0.0,26.0,0.0,14.0,5.0,21.4,0.0,0,-0.9,2022,Chelsea
10,2022-10-22,17:30,Matchweek 13,Sat,Home,D,1,1,Manchester Utd,1.1,0.8,48,39503.0,César Azpilicueta,3-4-3,Stuart Attwell,Match Report,,7.0,2.0,5.0,1.0,5.0,1.0,19.7,0.0,1,-0.3,2022,Chelsea
11,2022-10-29,15:00,Matchweek 14,Sat,Away,L,1,4,Brighton,1.4,2.4,59,31746.0,Thiago Silva,3-4-3,Andy Madley,Match Report,,27.0,2.0,22.0,2.0,15.0,7.0,18.3,0.0,0,-0.4,2022,Chelsea
12,2022-11-06,12:00,Matchweek 15,Sun,Home,L,0,1,Arsenal,0.3,2.1,45,40142.0,César Azpilicueta,4-2-3-1,Michael Oliver,Match Report,,6.0,0.0,4.0,0.0,5.0,1.0,16.0,0.0,0,-0.3,2022,Chelsea
13,2022-11-12,17:30,Matchweek 16,Sat,Away,L,0,1,Newcastle Utd,0.3,1.0,51,52264.0,César Azpilicueta,3-4-3,Robert Jones,Match Report,,10.0,0.0,6.0,0.0,5.0,2.0,14.0,0.0,0,-0.3,2022,Chelsea
14,2022-12-27,17:30,Matchweek 17,Tue,Home,W,2,0,Bournemouth,1.8,0.5,60,40046.0,Jorginho,4-3-3,Simon Hooper,Match Report,,28.0,4.0,25.0,4.0,15.0,5.0,15.7,0.0,0,0.2,2022,Chelsea
15,2023-01-01,16:30,Matchweek 18,Sun,Away,D,1,1,Nott'ham Forest,0.9,1.4,71,29229.0,César Azpilicueta,4-3-3,Peter Bankes,Match Report,,14.0,2.0,14.0,2.0,7.0,2.0,11.6,0.0,0,0.1,2022,Chelsea
16,2023-01-05,20:00,Matchweek 19,Thu,Home,L,0,1,Manchester City,0.4,2.0,48,39998.0,César Azpilicueta,4-2-3-1,Paul Tierney,Match Report,,15.0,0.0,14.0,0.0,8.0,2.0,17.2,0.0,0,-0.4,2022,Chelsea
17,2023-01-12,20:00,Matchweek 7,Thu,Away,L,1,2,Fulham,2.1,1.0,52,24460.0,César Azpilicueta,3-5-2,David Coote,Match Report,,31.0,1.0,19.0,0.0,20.0,10.0,16.6,1.0,0,-1.1,2022,Chelsea
18,2023-01-15,14:00,Matchweek 20,Sun,Home,W,1,0,Crystal Palace,1.5,0.7,61,40075.0,Jorginho,4-2-3-1,Peter Bankes,Match Report,,26.0,2.0,22.0,2.0,15.0,5.0,14.8,0.0,0,-0.5,2022,Chelsea
19,2023-01-21,12:30,Matchweek 21,Sat,Away,D,0,0,Liverpool,1.6,1.4,52,53126.0,Jorginho,3-4-3,Michael Oliver,Match Report,,21.0,0.0,14.0,0.0,11.0,2.0,13.8,0.0,0,-1.6,2022,Chelsea
20,2023-02-03,20:00,Matchweek 22,Fri,Home,D,0,0,Fulham,1.3,0.6,66,40041.0,Thiago Silva,4-3-3,Stuart Attwell,Match Report,,15.0,0.0,10.0,0.0,12.0,2.0,17.0,0.0,0,-1.3,2022,Chelsea
21,2023-02-11,12:30,Matchweek 23,Sat,Away,D,1,1,West Ham,1.1,1.3,71,62471.0,Thiago Silva,4-2-3-1,Craig Pawson,Match Report,,19.0,2.0,12.0,2.0,12.0,4.0,18.0,2.0,0,-0.1,2022,Chelsea
22,2023-02-18,15:00,Matchweek 24,Sat,Home,L,0,1,Southampton,1.6,0.6,62,40152.0,César Azpilicueta,4-2-3-1,David Coote,Match Report,,27.0,0.0,19.0,0.0,17.0,4.0,17.0,1.0,0,-1.6,2022,Chelsea
23,2023-02-26,13:30,Matchweek 25,Sun,Away,L,0,2,Tottenham,0.4,0.8,59,61613.0,Thiago Silva,4-2-3-1,Stuart Attwell,Match Report,,17.0,0.0,16.0,0.0,10.0,2.0,23.8,0.0,0,-0.4,2022,Chelsea
24,2023-03-04,15:00,Matchweek 26,Sat,Home,W,1,0,Leeds United,1.5,1.0,57,39905.0,Mateo Kovačić,3-4-3,Michael Oliver,Match Report,,23.0,1.0,18.0,0.0,13.0,3.0,15.8,1.0,0,-0.5,2022,Chelsea
25,2023-03-11,15:00,Matchweek 27,Sat,Away,W,3,1,Leicester City,1.6,2.4,52,32170.0,Mateo Kovačić,3-4-3,Andre Marriner,Match Report,,21.0,5.0,15.0,5.0,12.0,6.0,15.1,0.0,0,1.4,2022,Chelsea
26,2023-03-18,17:30,Matchweek 28,Sat,Home,D,2,2,Everton,2.3,1.2,68,40025.0,Mateo Kovačić,3-4-3,Darren England,Match Report,,36.0,4.0,23.0,3.0,19.0,6.0,17.1,0.0,1,-0.5,2022,Chelsea
27,2023-04-01,17:30,Matchweek 29,Sat,Home,L,0,2,Aston Villa,2.1,0.9,69,40082.0,Mateo Kovačić,3-4-3,Andy Madley,Match Report,,46.0,0.0,36.0,0.0,27.0,7.0,16.3,0.0,0,-2.1,2022,Chelsea
28,2023-04-04,20:00,Matchweek 8,Tue,Home,D,0,0,Liverpool,2.2,0.3,49,40093.0,N'Golo Kanté,3-5-2,Anthony Taylor,Match Report,,23.0,0.0,17.0,0.0,12.0,2.0,16.1,0.0,0,-2.2,2022,Chelsea
29,2023-04-08,15:00,Matchweek 30,Sat,Away,L,0,1,Wolves,1.1,0.6,62,31614.0,Mateo Kovačić,4-3-3,Peter Bankes,Match Report,,26.0,0.0,23.0,0.0,13.0,1.0,16.7,0.0,0,-1.1,2022,Chelsea
30,2023-04-15,15:00,Matchweek 31,Sat,Home,L,1,2,Brighton,0.5,2.9,43,40126.0,Kepa Arrizabalaga,4-2-3-1,Robert Jones,Match Report,,13.0,2.0,10.0,2.0,8.0,2.0,18.9,0.0,0,0.5,2022,Chelsea
31,2023-04-26,19:45,Matchweek 33,Wed,Home,L,0,2,Brentford,1.3,1.1,71,39929.0,César Azpilicueta,3-4-3,Andy Madley,Match Report,,30.0,0.0,21.0,0.0,15.0,4.0,16.5,0.0,0,-1.3,2022,Chelsea
32,2023-05-02,20:00,Matchweek 34,Tue,Away,L,1,3,Arsenal,0.8,1.7,45,60144.0,César Azpilicueta,4-3-3,Robert Jones,Match Report,,12.0,2.0,9.0,2.0,7.0,4.0,17.2,0.0,0,0.2,2022,Chelsea
33,2023-05-06,15:00,Matchweek 35,Sat,Away,W,3,1,Bournemouth,1.3,1.2,65,10357.0,Thiago Silva,4-3-3,John Brooks,Match Report,,14.0,5.0,11.0,4.0,11.0,5.0,16.9,0.0,0,1.7,2022,Chelsea
34,2023-05-13,15:00,Matchweek 36,Sat,Home,D,2,2,Nott'ham Forest,1.2,1.3,75,40030.0,Thiago Silva,4-3-3,Paul Tierney,Match Report,,27.0,4.0,19.0,3.0,14.0,6.0,17.4,1.0,0,0.8,2022,Chelsea
35,2023-05-21,16:00,Matchweek 37,Sun,Away,L,0,1,Manchester City,1.2,1.2,36,53490.0,César Azpilicueta,3-4-1-2,Michael Oliver,Match Report,,24.0,0.0,16.0,0.0,13.0,6.0,15.7,1.0,0,-1.2,2022,Chelsea
36,2023-05-25,20:00,Matchweek 32,Thu,Away,L,1,4,Manchester Utd,1.9,5.2,58,73561.0,César Azpilicueta,4-3-3,Stuart Attwell,Match Report,,25.0,2.0,23.0,2.0,14.0,5.0,19.2,0.0,0,-0.9,2022,Chelsea
37,2023-05-28,16:30,Matchweek 38,Sun,Home,D,1,1,Newcastle Utd,2.2,1.7,64,40130.0,César Azpilicueta,4-2-3-1,Jarred Gillett,Match Report,,43.0,0.0,30.0,0.0,22.0,4.0,17.8,1.0,0,-2.2,2022,Chelsea
0,2022-08-06,15:00,Matchweek 1,Sat,Away,L,1,2,Leeds United,1.3,0.8,60,36347.0,Rúben Neves,4-2-3-1,Robert Jones,Match Report,,27.0,2.0,17.0,2.0,15.0,6.0,18.9,0.0,0,-0.3,2022,WolverhamptonWanderers
1,2022-08-13,15:00,Matchweek 2,Sat,Home,D,0,0,Fulham,0.9,1.5,59,31178.0,Rúben Neves,4-2-3-1,John Brooks,Match Report,,13.0,0.0,10.0,0.0,7.0,1.0,18.7,1.0,0,-0.9,2022,WolverhamptonWanderers
2,2022-08-20,12:30,Matchweek 3,Sat,Away,L,0,1,Tottenham,0.7,1.7,50,61298.0,Rúben Neves,3-5-2,Simon Hooper,Match Report,,36.0,0.0,25.0,0.0,20.0,3.0,21.9,1.0,0,-0.7,2022,WolverhamptonWanderers
3,2022-08-28,14:00,Matchweek 4,Sun,Home,D,1,1,Newcastle Utd,0.7,1.7,37,31311.0,Rúben Neves,4-3-3,Peter Bankes,Match Report,,13.0,2.0,10.0,2.0,10.0,4.0,20.7,1.0,0,0.3,2022,WolverhamptonWanderers
4,2022-08-31,19:30,Matchweek 5,Wed,Away,D,0,0,Bournemouth,1.5,0.4,65,10113.0,Rúben Neves,4-3-3,Anthony Taylor,Match Report,,32.0,0.0,26.0,0.0,17.0,3.0,17.7,1.0,0,-1.5,2022,WolverhamptonWanderers
5,2022-09-03,15:00,Matchweek 6,Sat,Home,W,1,0,Southampton,0.8,1.2,51,30546.0,Rúben Neves,4-3-3,John Brooks,Match Report,,14.0,2.0,13.0,2.0,7.0,2.0,12.9,0.0,0,0.2,2022,WolverhamptonWanderers
6,2022-09-17,12:30,Matchweek 8,Sat,Home,L,0,3,Manchester City,0.4,1.1,41,31578.0,Rúben Neves,4-3-3,Anthony Taylor,Match Report,,12.0,0.0,8.0,0.0,6.0,1.0,19.6,2.0,0,-0.4,2022,WolverhamptonWanderers
7,2022-10-01,17:30,Matchweek 9,Sat,Away,L,0,2,West Ham,0.7,0.9,61,62444.0,Rúben Neves,3-4-3,Paul Tierney,Match Report,,30.0,0.0,25.0,0.0,15.0,4.0,21.6,0.0,0,-0.7,2022,WolverhamptonWanderers
8,2022-10-08,15:00,Matchweek 10,Sat,Away,L,0,3,Chelsea,1.1,1.9,43,39940.0,João Moutinho,4-2-3-1,Simon Hooper,Match Report,,16.0,0.0,12.0,0.0,8.0,2.0,14.5,1.0,0,-1.1,2022,WolverhamptonWanderers
9,2022-10-15,15:00,Matchweek 11,Sat,Home,W,1,0,Nott'ham Forest,1.3,1.5,58,31554.0,Rúben Neves,4-2-3-1,Thomas Bramall,Match Report,,16.0,1.0,14.0,0.0,8.0,1.0,16.8,0.0,1,-0.5,2022,WolverhamptonWanderers
10,2022-10-18,20:15,Matchweek 12,Tue,Away,L,1,2,Crystal Palace,0.8,1.2,49,25125.0,Rúben Neves,4-2-3-1,David Coote,Match Report,,19.0,2.0,16.0,2.0,10.0,4.0,16.3,1.0,0,0.2,2022,WolverhamptonWanderers
11,2022-10-23,14:00,Matchweek 13,Sun,Home,L,0,4,Leicester City,2.1,0.9,60,31425.0,Rúben Neves,4-2-3-1,Michael Oliver,Match Report,,37.0,0.0,23.0,0.0,21.0,5.0,15.7,1.0,0,-2.1,2022,WolverhamptonWanderers
12,2022-10-29,15:00,Matchweek 14,Sat,Away,D,1,1,Brentford,0.6,1.4,42,17051.0,Rúben Neves,4-2-3-1,Robert Madley,Match Report,,20.0,2.0,14.0,2.0,13.0,4.0,20.4,0.0,0,0.4,2022,WolverhamptonWanderers
13,2022-11-05,15:00,Matchweek 15,Sat,Home,L,2,3,Brighton,1.2,1.5,29,30732.0,Rúben Neves,4-3-3,Graham Scott,Match Report,,13.0,2.0,9.0,2.0,7.0,4.0,18.3,0.0,1,0.6,2022,WolverhamptonWanderers
14,2022-11-12,19:45,Matchweek 16,Sat,Home,L,0,2,Arsenal,0.7,2.1,38,34624.0,João Moutinho,5-3-2,Stuart Attwell,Match Report,,17.0,0.0,12.0,0.0,11.0,2.0,20.0,1.0,0,-0.7,2022,WolverhamptonWanderers
15,2022-12-26,15:00,Matchweek 17,Mon,Away,W,2,1,Everton,0.8,1.7,42,39252.0,Rúben Neves,4-3-3,Craig Pawson,Match Report,,12.0,4.0,12.0,4.0,7.0,4.0,18.6,0.0,0,1.2,2022,WolverhamptonWanderers
16,2022-12-31,12:30,Matchweek 18,Sat,Home,L,0,1,Manchester Utd,0.7,2.0,46,31658.0,Rúben Neves,4-2-3-1,Robert Jones,Match Report,,19.0,0.0,12.0,0.0,10.0,3.0,17.3,2.0,0,-0.7,2022,WolverhamptonWanderers
17,2023-01-04,20:00,Matchweek 19,Wed,Away,D,1,1,Aston Villa,0.9,1.8,44,39978.0,Rúben Neves,4-2-3-1,Jarred Gillett,Match Report,,18.0,2.0,10.0,1.0,10.0,3.0,14.2,0.0,0,0.1,2022,WolverhamptonWanderers
18,2023-01-14,15:00,Matchweek 20,Sat,Home,W,1,0,West Ham,0.9,1.1,58,31511.0,Rúben Neves,4-2-3-1,Simon Hooper,Match Report,,25.0,2.0,22.0,2.0,17.0,4.0,20.0,0.0,0,0.1,2022,WolverhamptonWanderers
19,2023-01-22,14:00,Matchweek 21,Sun,Away,L,0,3,Manchester City,0.8,2.8,45,53282.0,Rúben Neves,4-3-3,David Coote,Match Report,,18.0,0.0,13.0,0.0,10.0,1.0,16.4,0.0,0,-0.8,2022,WolverhamptonWanderers
20,2023-02-04,15:00,Matchweek 22,Sat,Home,W,3,0,Liverpool,2.0,1.8,41,31664.0,Rúben Neves,4-4-2,Paul Tierney,Match Report,,18.0,3.0,14.0,2.0,12.0,5.0,18.3,0.0,0,0.0,2022,WolverhamptonWanderers
21,2023-02-11,15:00,Matchweek 23,Sat,Away,W,2,1,Southampton,0.8,1.1,59,29751.0,Rúben Neves,4-2-3-1,Jarred Gillett,Match Report,,17.0,1.0,13.0,0.0,11.0,1.0,18.7,0.0,0,0.2,2022,WolverhamptonWanderers
22,2023-02-18,15:00,Matchweek 24,Sat,Home,L,0,1,Bournemouth,1.3,1.1,68,31222.0,Rúben Neves,4-2-3-1,Michael Salisbury,Match Report,,28.0,0.0,22.0,0.0,15.0,4.0,13.3,0.0,0,-1.3,2022,WolverhamptonWanderers
